API Name,Instance Family,Instance Size,Category,vCPUs,Memory (GiB),Network (Gbps),Region,Pricing Model,OS,Hourly Cost ($),Monthly Cost ($),Memory per vCPU (GiB),Cost per vCPU ($/hr),Cost per GiB ($/hr)
t3a.small,t3a,small,Burstable,2,2.0,5.0,ap-northeast-1,Reserved-3yr,RHEL,0.0097,7.08,1.0,0.0049,0.0049
t3a.small,t3a,small,Burstable,2,2.0,5.0,ap-northeast-1,Spot,Linux,0.0068,4.96,1.0,0.0034,0.0034
t3a.small,t3a,small,Burstable,2,2.0,5.0,ap-northeast-1,Spot,Windows,0.0099,7.23,1.0,0.005,0.005
t3a.small,t3a,small,Burstable,2,2.0,5.0,ap-northeast-1,Spot,RHEL,0.0072,5.26,1.0,0.0036,0.0036
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,OnDemand,Linux,0.0376,27.45,2.0,0.0188,0.0094
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,OnDemand,Windows,0.0549,40.08,2.0,0.0274,0.0137
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,OnDemand,RHEL,0.0402,29.35,2.0,0.0201,0.01
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,Reserved-1yr,Linux,0.0226,16.5,2.0,0.0113,0.0056
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,Reserved-1yr,Windows,0.0329,24.02,2.0,0.0164,0.0082
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,Reserved-1yr,RHEL,0.0241,17.59,2.0,0.012,0.006
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,Reserved-3yr,Linux,0.015,10.95,2.0,0.0075,0.0037
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,Reserved-3yr,Windows,0.022,16.06,2.0,0.011,0.0055
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,Reserved-3yr,RHEL,0.0161,11.75,2.0,0.008,0.004
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,Spot,Linux,0.0113,8.25,2.0,0.0056,0.0028
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,Spot,Windows,0.0165,12.04,2.0,0.0083,0.0041
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-east-1,Spot,RHEL,0.0121,8.83,2.0,0.006,0.003
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,OnDemand,Linux,0.0387,28.25,2.0,0.0193,0.0097
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,OnDemand,Windows,0.0565,41.25,2.0,0.0283,0.0141
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,OnDemand,RHEL,0.0414,30.22,2.0,0.0207,0.0103
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,Reserved-1yr,Linux,0.0232,16.94,2.0,0.0116,0.0058
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,Reserved-1yr,Windows,0.0339,24.75,2.0,0.0169,0.0085
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,Reserved-1yr,RHEL,0.0249,18.18,2.0,0.0124,0.0062
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,Reserved-3yr,Linux,0.0155,11.31,2.0,0.0077,0.0039
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,Reserved-3yr,Windows,0.0226,16.5,2.0,0.0113,0.0056
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,Reserved-3yr,RHEL,0.0166,12.12,2.0,0.0083,0.0042
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,Spot,Linux,0.0116,8.47,2.0,0.0058,0.0029
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,Spot,Windows,0.017,12.41,2.0,0.0085,0.0043
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,us-west-2,Spot,RHEL,0.0124,9.05,2.0,0.0062,0.0031
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,OnDemand,Linux,0.0414,30.22,2.0,0.0207,0.0103
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,OnDemand,Windows,0.0604,44.09,2.0,0.0302,0.0151
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,OnDemand,RHEL,0.0443,32.34,2.0,0.0221,0.0111
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-1yr,Linux,0.0248,18.1,2.0,0.0124,0.0062
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-1yr,Windows,0.0362,26.43,2.0,0.0181,0.0091
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-1yr,RHEL,0.0266,19.42,2.0,0.0133,0.0066
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-3yr,Linux,0.0165,12.04,2.0,0.0083,0.0041
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-3yr,Windows,0.0242,17.67,2.0,0.0121,0.006
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-3yr,RHEL,0.0177,12.92,2.0,0.0089,0.0044
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,Spot,Linux,0.0124,9.05,2.0,0.0062,0.0031
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,Spot,Windows,0.0181,13.21,2.0,0.0091,0.0045
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,eu-west-1,Spot,RHEL,0.0133,9.71,2.0,0.0066,0.0033
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,OnDemand,Linux,0.0432,31.54,2.0,0.0216,0.0108
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,OnDemand,Windows,0.0631,46.06,2.0,0.0316,0.0158
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,OnDemand,RHEL,0.0463,33.8,2.0,0.0232,0.0116
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-1yr,Linux,0.0259,18.91,2.0,0.0129,0.0065
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-1yr,Windows,0.0379,27.67,2.0,0.019,0.0095
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-1yr,RHEL,0.0278,20.29,2.0,0.0139,0.0069
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-3yr,Linux,0.0173,12.63,2.0,0.0086,0.0043
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-3yr,Windows,0.0253,18.47,2.0,0.0126,0.0063
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-3yr,RHEL,0.0185,13.5,2.0,0.0092,0.0046
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,Spot,Linux,0.013,9.49,2.0,0.0065,0.0032
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,Spot,Windows,0.0189,13.8,2.0,0.0095,0.0047
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-southeast-1,Spot,RHEL,0.0139,10.15,2.0,0.0069,0.0035
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,OnDemand,Linux,0.0451,32.92,2.0,0.0226,0.0113
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,OnDemand,Windows,0.0659,48.11,2.0,0.033,0.0165
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,OnDemand,RHEL,0.0483,35.26,2.0,0.0242,0.0121
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-1yr,Linux,0.0271,19.78,2.0,0.0135,0.0068
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-1yr,Windows,0.0395,28.84,2.0,0.0198,0.0099
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-1yr,RHEL,0.029,21.17,2.0,0.0145,0.0073
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-3yr,Linux,0.018,13.14,2.0,0.009,0.0045
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-3yr,Windows,0.0264,19.27,2.0,0.0132,0.0066
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-3yr,RHEL,0.0193,14.09,2.0,0.0097,0.0048
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,Spot,Linux,0.0135,9.86,2.0,0.0067,0.0034
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,Spot,Windows,0.0198,14.45,2.0,0.0099,0.005
t3a.medium,t3a,medium,Burstable,2,4.0,5.0,ap-northeast-1,Spot,RHEL,0.0145,10.59,2.0,0.0073,0.0036
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,OnDemand,Linux,0.0752,54.9,4.0,0.0376,0.0094
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,OnDemand,Windows,0.1098,80.15,4.0,0.0549,0.0137
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,OnDemand,RHEL,0.0805,58.77,4.0,0.0403,0.0101
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,Reserved-1yr,Linux,0.0451,32.92,4.0,0.0226,0.0056
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,Reserved-1yr,Windows,0.0659,48.11,4.0,0.033,0.0082
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,Reserved-1yr,RHEL,0.0483,35.26,4.0,0.0242,0.006
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,Reserved-3yr,Linux,0.0301,21.97,4.0,0.015,0.0038
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,Reserved-3yr,Windows,0.0439,32.05,4.0,0.022,0.0055
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,Reserved-3yr,RHEL,0.0322,23.51,4.0,0.0161,0.004
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,Spot,Linux,0.0226,16.5,4.0,0.0113,0.0028
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,Spot,Windows,0.0329,24.02,4.0,0.0164,0.0041
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-east-1,Spot,RHEL,0.0241,17.59,4.0,0.012,0.003
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,OnDemand,Linux,0.0775,56.58,4.0,0.0387,0.0097
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,OnDemand,Windows,0.1131,82.56,4.0,0.0566,0.0141
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,OnDemand,RHEL,0.0829,60.52,4.0,0.0415,0.0104
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,Reserved-1yr,Linux,0.0465,33.95,4.0,0.0232,0.0058
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,Reserved-1yr,Windows,0.0679,49.57,4.0,0.034,0.0085
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,Reserved-1yr,RHEL,0.0497,36.28,4.0,0.0249,0.0062
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,Reserved-3yr,Linux,0.031,22.63,4.0,0.0155,0.0039
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,Reserved-3yr,Windows,0.0452,33.0,4.0,0.0226,0.0056
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,Reserved-3yr,RHEL,0.0332,24.24,4.0,0.0166,0.0042
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,Spot,Linux,0.0232,16.94,4.0,0.0116,0.0029
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,Spot,Windows,0.0339,24.75,4.0,0.0169,0.0042
t3a.large,t3a,large,Burstable,2,8.0,5.0,us-west-2,Spot,RHEL,0.0249,18.18,4.0,0.0124,0.0031
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,OnDemand,Linux,0.0827,60.37,4.0,0.0413,0.0103
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,OnDemand,Windows,0.1208,88.18,4.0,0.0604,0.0151
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,OnDemand,RHEL,0.0885,64.6,4.0,0.0442,0.0111
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-1yr,Linux,0.0496,36.21,4.0,0.0248,0.0062
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-1yr,Windows,0.0725,52.92,4.0,0.0362,0.0091
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-1yr,RHEL,0.0531,38.76,4.0,0.0266,0.0066
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-3yr,Linux,0.0331,24.16,4.0,0.0165,0.0041
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-3yr,Windows,0.0483,35.26,4.0,0.0242,0.006
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-3yr,RHEL,0.0354,25.84,4.0,0.0177,0.0044
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,Spot,Linux,0.0248,18.1,4.0,0.0124,0.0031
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,Spot,Windows,0.0362,26.43,4.0,0.0181,0.0045
t3a.large,t3a,large,Burstable,2,8.0,5.0,eu-west-1,Spot,RHEL,0.0266,19.42,4.0,0.0133,0.0033
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,OnDemand,Linux,0.0865,63.14,4.0,0.0432,0.0108
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,OnDemand,Windows,0.1263,92.2,4.0,0.0631,0.0158
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,OnDemand,RHEL,0.0925,67.53,4.0,0.0462,0.0116
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-1yr,Linux,0.0519,37.89,4.0,0.026,0.0065
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-1yr,Windows,0.0758,55.33,4.0,0.0379,0.0095
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-1yr,RHEL,0.0555,40.52,4.0,0.0278,0.0069
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-3yr,Linux,0.0346,25.26,4.0,0.0173,0.0043
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-3yr,Windows,0.0505,36.87,4.0,0.0253,0.0063
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-3yr,RHEL,0.037,27.01,4.0,0.0185,0.0046
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,Spot,Linux,0.0259,18.91,4.0,0.0129,0.0032
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,Spot,Windows,0.0379,27.67,4.0,0.019,0.0047
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-southeast-1,Spot,RHEL,0.0278,20.29,4.0,0.0139,0.0035
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,OnDemand,Linux,0.0902,65.85,4.0,0.0451,0.0113
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,OnDemand,Windows,0.1318,96.21,4.0,0.0659,0.0165
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,OnDemand,RHEL,0.0966,70.52,4.0,0.0483,0.0121
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-1yr,Linux,0.0541,39.49,4.0,0.0271,0.0068
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-1yr,Windows,0.0791,57.74,4.0,0.0396,0.0099
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-1yr,RHEL,0.0579,42.27,4.0,0.029,0.0072
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-3yr,Linux,0.0361,26.35,4.0,0.0181,0.0045
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-3yr,Windows,0.0527,38.47,4.0,0.0263,0.0066
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-3yr,RHEL,0.0386,28.18,4.0,0.0193,0.0048
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,Spot,Linux,0.0271,19.78,4.0,0.0135,0.0034
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,Spot,Windows,0.0395,28.84,4.0,0.0198,0.0049
t3a.large,t3a,large,Burstable,2,8.0,5.0,ap-northeast-1,Spot,RHEL,0.029,21.17,4.0,0.0145,0.0036
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,OnDemand,Linux,0.1504,109.79,4.0,0.0376,0.0094
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,OnDemand,Windows,0.2196,160.31,4.0,0.0549,0.0137
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,OnDemand,RHEL,0.1609,117.46,4.0,0.0402,0.0101
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-1yr,Linux,0.0902,65.85,4.0,0.0226,0.0056
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-1yr,Windows,0.1318,96.21,4.0,0.033,0.0082
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-1yr,RHEL,0.0966,70.52,4.0,0.0242,0.006
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-3yr,Linux,0.0602,43.95,4.0,0.015,0.0038
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-3yr,Windows,0.0878,64.09,4.0,0.022,0.0055
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-3yr,RHEL,0.0644,47.01,4.0,0.0161,0.004
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,Spot,Linux,0.0451,32.92,4.0,0.0113,0.0028
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,Spot,Windows,0.0659,48.11,4.0,0.0165,0.0041
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-east-1,Spot,RHEL,0.0483,35.26,4.0,0.0121,0.003
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,OnDemand,Linux,0.1549,113.08,4.0,0.0387,0.0097
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,OnDemand,Windows,0.2262,165.13,4.0,0.0566,0.0141
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,OnDemand,RHEL,0.1658,121.03,4.0,0.0415,0.0104
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-1yr,Linux,0.0929,67.82,4.0,0.0232,0.0058
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-1yr,Windows,0.1357,99.06,4.0,0.0339,0.0085
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-1yr,RHEL,0.0995,72.64,4.0,0.0249,0.0062
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-3yr,Linux,0.062,45.26,4.0,0.0155,0.0039
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-3yr,Windows,0.0905,66.06,4.0,0.0226,0.0057
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-3yr,RHEL,0.0663,48.4,4.0,0.0166,0.0041
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,Spot,Linux,0.0465,33.95,4.0,0.0116,0.0029
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,Spot,Windows,0.0679,49.57,4.0,0.017,0.0042
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,us-west-2,Spot,RHEL,0.0497,36.28,4.0,0.0124,0.0031
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,OnDemand,Linux,0.1654,120.74,4.0,0.0413,0.0103
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,OnDemand,Windows,0.2415,176.29,4.0,0.0604,0.0151
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,OnDemand,RHEL,0.177,129.21,4.0,0.0442,0.0111
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-1yr,Linux,0.0993,72.49,4.0,0.0248,0.0062
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-1yr,Windows,0.1449,105.78,4.0,0.0362,0.0091
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-1yr,RHEL,0.1062,77.53,4.0,0.0266,0.0066
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-3yr,Linux,0.0662,48.33,4.0,0.0165,0.0041
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-3yr,Windows,0.0966,70.52,4.0,0.0242,0.006
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-3yr,RHEL,0.0708,51.68,4.0,0.0177,0.0044
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,Spot,Linux,0.0496,36.21,4.0,0.0124,0.0031
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,Spot,Windows,0.0725,52.92,4.0,0.0181,0.0045
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,eu-west-1,Spot,RHEL,0.0531,38.76,4.0,0.0133,0.0033
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,OnDemand,Linux,0.173,126.29,4.0,0.0432,0.0108
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,OnDemand,Windows,0.2525,184.32,4.0,0.0631,0.0158
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,OnDemand,RHEL,0.1851,135.12,4.0,0.0463,0.0116
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-1yr,Linux,0.1038,75.77,4.0,0.026,0.0065
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-1yr,Windows,0.1515,110.59,4.0,0.0379,0.0095
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-1yr,RHEL,0.111,81.03,4.0,0.0278,0.0069
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-3yr,Linux,0.0692,50.52,4.0,0.0173,0.0043
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-3yr,Windows,0.101,73.73,4.0,0.0253,0.0063
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-3yr,RHEL,0.074,54.02,4.0,0.0185,0.0046
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Spot,Linux,0.0519,37.89,4.0,0.013,0.0032
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Spot,Windows,0.0758,55.33,4.0,0.019,0.0047
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Spot,RHEL,0.0555,40.52,4.0,0.0139,0.0035
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,OnDemand,Linux,0.1805,131.76,4.0,0.0451,0.0113
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,OnDemand,Windows,0.2635,192.36,4.0,0.0659,0.0165
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,OnDemand,RHEL,0.1931,140.96,4.0,0.0483,0.0121
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-1yr,Linux,0.1083,79.06,4.0,0.0271,0.0068
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-1yr,Windows,0.1581,115.41,4.0,0.0395,0.0099
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-1yr,RHEL,0.1159,84.61,4.0,0.029,0.0072
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-3yr,Linux,0.0722,52.71,4.0,0.0181,0.0045
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-3yr,Windows,0.1054,76.94,4.0,0.0263,0.0066
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-3yr,RHEL,0.0772,56.36,4.0,0.0193,0.0048
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Spot,Linux,0.0541,39.49,4.0,0.0135,0.0034
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Spot,Windows,0.0791,57.74,4.0,0.0198,0.0049
t3a.xlarge,t3a,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Spot,RHEL,0.0579,42.27,4.0,0.0145,0.0036
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,OnDemand,Linux,0.3008,219.58,4.0,0.0376,0.0094
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,OnDemand,Windows,0.4392,320.62,4.0,0.0549,0.0137
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,OnDemand,RHEL,0.3219,234.99,4.0,0.0402,0.0101
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-1yr,Linux,0.1805,131.76,4.0,0.0226,0.0056
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-1yr,Windows,0.2635,192.36,4.0,0.0329,0.0082
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-1yr,RHEL,0.1931,140.96,4.0,0.0241,0.006
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-3yr,Linux,0.1203,87.82,4.0,0.015,0.0038
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-3yr,Windows,0.1757,128.26,4.0,0.022,0.0055
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-3yr,RHEL,0.1287,93.95,4.0,0.0161,0.004
t3a.2xlarge,t3a,2xlarge,Burstable,8,32.0,5.0,us-east-1,Spot,Linux,0.0902,65.85,4.0,0.0113,0.0028
